id,property_type,bedrooms,price_$,city,neighborhood,start_date,end_date,parking_fee_per_month_$,laundry_per_month_$,cleaning_times_per_month,room_cleaining_price_$,mantainance_per_month_$,tax$_$,year,month,days_in_month
189068,Apartment,1.0,90.0,New York,Brookyn,2024-07-20,2024-11-18,26.39,37.65,3,7,60.43,3.6,2024,Sep,30
189068,Apartment,1.0,90.0,New York,Brookyn,2024-07-20,2024-11-18,26.39,37.65,3,7,60.43,3.6,2024,Oct,31
189068,Apartment,1.0,90.0,New York,Brookyn,2024-07-20,2024-11-18,26.39,37.65,3,7,60.43,3.6,2024,Nov,18
4463263,Apartment,4.0,369.0,New York,Staten Island,2024-04-07,2024-06-17,37.86,32.82,3,7,50.0,14.76,2024,Apr,24
4463263,Apartment,4.0,369.0,New York,Staten Island,2024-04-07,2024-06-17,37.86,32.82,3,7,50.0,14.76,2024,May,31
4463263,Apartment,4.0,369.0,New York,Staten Island,2024-04-07,2024-06-17,37.86,32.82,3,7,50.0,14.76,2024,Jun,17
7701360,House,3.0,995.0,New York,Queens,2024-12-28,2024-12-31,0.0,42.21,2,8,61.41,39.800000000000004,2024,Dec,4
7217193,Apartment,1.0,295.0,New York,Harlem,2024-09-03,2024-09-27,25.24,33.25,3,7,58.45,11.8,2024,Sep,25
1807493,Studio,1.0,170.0,New York,Staten Island,2024-06-12,2024-09-19,26.63,22.11,4,5,41.01,6.8,2024,Jun,19
1807493,Studio,1.0,170.0,New York,Staten Island,2024-06-12,2024-09-19,26.63,22.11,4,5,41.01,6.8,2024,Jul,31
1807493,Studio,1.0,170.0,New York,Staten Island,2024-06-12,2024-09-19,26.63,22.11,4,5,41.01,6.8,2024,Aug,31
1807493,Studio,1.0,170.0,New York,Staten Island,2024-06-12,2024-09-19,26.63,22.11,4,5,41.01,6.8,2024,Sep,19
4280408,Apartment,1.0,160.0,New York,Manhattan,2024-04-24,2024-08-12,25.28,31.51,3,7,48.57,6.4,2024,Apr,7
4280408,Apartment,1.0,160.0,New York,Manhattan,2024-04-24,2024-08-12,25.28,31.51,3,7,48.57,6.4,2024,May,31
4280408,Apartment,1.0,160.0,New York,Manhattan,2024-04-24,2024-08-12,25.28,31.51,3,7,48.57,6.4,2024,Jun,30
4280408,Apartment,1.0,160.0,New York,Manhattan,2024-04-24,2024-08-12,25.28,31.51,3,7,48.57,6.4,2024,Jul,31
4280408,Apartment,1.0,160.0,New York,Manhattan,2024-04-24,2024-08-12,25.28,31.51,3,7,48.57,6.4,2024,Aug,12
5196070,House,1.0,50.0,New York,Brookyn,2024-05-03,2024-08-24,0.0,49.35,2,8,72.56,2.0,2024,May,29
5196070,House,1.0,50.0,New York,Brookyn,2024-05-03,2024-08-24,0.0,49.35,2,8,72.56,2.0,2024,Jun,30
5196070,House,1.0,50.0,New York,Brookyn,2024-05-03,2024-08-24,0.0,49.35,2,8,72.56,2.0,2024,Jul,31
5196070,House,1.0,50.0,New York,Brookyn,2024-05-03,2024-08-24,0.0,49.35,2,8,72.56,2.0,2024,Aug,24
4059549,Studio,1.0,129.0,New York,Queens,2024-05-30,2024-12-10,29.97,22.03,4,5,35.55,5.16,2024,May,2
4059549,Studio,1.0,129.0,New York,Queens,2024-05-30,2024-12-10,29.97,22.03,4,5,35.55,5.16,2024,Jun,30
4059549,Studio,1.0,129.0,New York,Queens,2024-05-30,2024-12-10,29.97,22.03,4,5,35.55,5.16,2024,Jul,31
4059549,Studio,1.0,129.0,New York,Queens,2024-05-30,2024-12-10,29.97,22.03,4,5,35.55,5.16,2024,Aug,31
4059549,Studio,1.0,129.0,New York,Queens,2024-05-30,2024-12-10,29.97,22.03,4,5,35.55,5.16,2024,Sep,30
4059549,Studio,1.0,129.0,New York,Queens,2024-05-30,2024-12-10,29.97,22.03,4,5,35.55,5.16,2024,Oct,31
4059549,Studio,1.0,129.0,New York,Queens,2024-05-30,2024-12-10,29.97,22.03,4,5,35.55,5.16,2024,Nov,30
4059549,Studio,1.0,129.0,New York,Queens,2024-05-30,2024-12-10,29.97,22.03,4,5,35.55,5.16,2024,Dec,10
6604564,Studio,2.0,350.0,New York,Staten Island,2024-12-26,2024-12-30,26.68,25.7,4,5,48.61,14.0,2024,Dec,5
8438267,Apartment,2.0,195.0,New York,Harlem,2024-11-17,2024-12-31,28.75,28.83,3,7,55.33,7.8,2024,Nov,14
8438267,Apartment,2.0,195.0,New York,Harlem,2024-11-17,2024-12-31,28.75,28.83,3,7,55.33,7.8,2024,Dec,31
415498,Apartment,1.0,130.0,New York,Queens,2024-05-12,2024-06-29,33.95,30.3,3,7,68.99,5.2,2024,May,20
415498,Apartment,1.0,130.0,New York,Queens,2024-05-12,2024-06-29,33.95,30.3,3,7,68.99,5.2,2024,Jun,29
607500,House,3.0,375.0,New York,Manhattan,2024-05-23,2024-07-07,0.0,45.65,2,8,74.65,15.0,2024,May,9
607500,House,3.0,375.0,New York,Manhattan,2024-05-23,2024-07-07,0.0,45.65,2,8,74.65,15.0,2024,Jun,30
607500,House,3.0,375.0,New York,Manhattan,2024-05-23,2024-07-07,0.0,45.65,2,8,74.65,15.0,2024,Jul,7
6437010,Apartment,1.0,91.0,New York,Harlem,2024-05-29,2024-06-28,33.76,35.03,3,7,47.96,3.64,2024,May,3
6437010,Apartment,1.0,91.0,New York,Harlem,2024-05-29,2024-06-28,33.76,35.03,3,7,47.96,3.64,2024,Jun,28
6261638,Apartment,2.0,173.0,New York,Harlem,2024-10-03,2024-11-18,31.62,29.2,3,7,55.73,6.92,2024,Oct,29
6261638,Apartment,2.0,173.0,New York,Harlem,2024-10-03,2024-11-18,31.62,29.2,3,7,55.73,6.92,2024,Nov,18
5154227,House,4.0,575.0,New York,Manhattan,2024-08-09,2024-12-26,0.0,49.23,2,8,79.93,23.0,2024,Aug,23
5154227,House,4.0,575.0,New York,Manhattan,2024-08-09,2024-12-26,0.0,49.23,2,8,79.93,23.0,2024,Sep,30
5154227,House,4.0,575.0,New York,Manhattan,2024-08-09,2024-12-26,0.0,49.23,2,8,79.93,23.0,2024,Oct,31
5154227,House,4.0,575.0,New York,Manhattan,2024-08-09,2024-12-26,0.0,49.23,2,8,79.93,23.0,2024,Nov,30
5154227,House,4.0,575.0,New York,Manhattan,2024-08-09,2024-12-26,0.0,49.23,2,8,79.93,23.0,2024,Dec,26
1304068,Apartment,3.0,425.0,New York,Manhattan,2024-04-03,2024-09-23,26.11,31.08,3,7,64.8,17.0,2024,Apr,28
1304068,Apartment,3.0,425.0,New York,Manhattan,2024-04-03,2024-09-23,26.11,31.08,3,7,64.8,17.0,2024,May,31
1304068,Apartment,3.0,425.0,New York,Manhattan,2024-04-03,2024-09-23,26.11,31.08,3,7,64.8,17.0,2024,Jun,30
1304068,Apartment,3.0,425.0,New York,Manhattan,2024-04-03,2024-09-23,26.11,31.08,3,7,64.8,17.0,2024,Jul,31
1304068,Apartment,3.0,425.0,New York,Manhattan,2024-04-03,2024-09-23,26.11,31.08,3,7,64.8,17.0,2024,Aug,31
1304068,Apartment,3.0,425.0,New York,Manhattan,2024-04-03,2024-09-23,26.11,31.08,3,7,64.8,17.0,2024,Sep,23
3116428,Studio,2.0,200.0,New York,Harlem,2024-12-30,2024-12-31,19.94,23.88,4,5,45.48,8.0,2024,Dec,2
9328077,Apartment,2.0,550.0,New York,Staten Island,2024-05-28,2024-07-17,39.26,35.02,3,7,53.23,22.0,2024,May,4
9328077,Apartment,2.0,550.0,New York,Staten Island,2024-05-28,2024-07-17,39.26,35.02,3,7,53.23,22.0,2024,Jun,30
9328077,Apartment,2.0,550.0,New York,Staten Island,2024-05-28,2024-07-17,39.26,35.02,3,7,53.23,22.0,2024,Jul,17
1984709,Apartment,0.0,125.0,New York,Brookyn,2024-11-15,2024-11-19,37.44,35.46,3,7,63.49,5.0,2024,Nov,5
2942149,House,3.0,400.0,New York,Queens,2024-07-06,2024-11-03,0.0,49.59,2,8,73.98,16.0,2024,Jul,26
2942149,House,3.0,400.0,New York,Queens,2024-07-06,2024-11-03,0.0,49.59,2,8,73.98,16.0,2024,Aug,31
2942149,House,3.0,400.0,New York,Queens,2024-07-06,2024-11-03,0.0,49.59,2,8,73.98,16.0,2024,Sep,30
2942149,House,3.0,400.0,New York,Queens,2024-07-06,2024-11-03,0.0,49.59,2,8,73.98,16.0,2024,Oct,31
2942149,House,3.0,400.0,New York,Queens,2024-07-06,2024-11-03,0.0,49.59,2,8,73.98,16.0,2024,Nov,3
6591405,Apartment,2.0,380.0,New York,Brookyn,2024-05-23,2024-06-18,34.01,25.93,3,7,53.75,15.200000000000001,2024,May,9
6591405,Apartment,2.0,380.0,New York,Brookyn,2024-05-23,2024-06-18,34.01,25.93,3,7,53.75,15.200000000000001,2024,Jun,18
2509236,House,1.0,65.0,New York,Queens,2024-10-09,2024-11-13,0.0,40.27,2,8,63.75,2.6,2024,Oct,23
2509236,House,1.0,65.0,New York,Queens,2024-10-09,2024-11-13,0.0,40.27,2,8,63.75,2.6,2024,Nov,13
10362654,Studio,3.0,1500.0,New York,Harlem,2024-07-14,2024-12-19,21.86,27.11,4,5,42.66,60.0,2024,Jul,18
10362654,Studio,3.0,1500.0,New York,Harlem,2024-07-14,2024-12-19,21.86,27.11,4,5,42.66,60.0,2024,Aug,31
10362654,Studio,3.0,1500.0,New York,Harlem,2024-07-14,2024-12-19,21.86,27.11,4,5,42.66,60.0,2024,Sep,30
10362654,Studio,3.0,1500.0,New York,Harlem,2024-07-14,2024-12-19,21.86,27.11,4,5,42.66,60.0,2024,Oct,31
10362654,Studio,3.0,1500.0,New York,Harlem,2024-07-14,2024-12-19,21.86,27.11,4,5,42.66,60.0,2024,Nov,30
10362654,Studio,3.0,1500.0,New York,Harlem,2024-07-14,2024-12-19,21.86,27.11,4,5,42.66,60.0,2024,Dec,19
2105840,Studio,1.0,95.0,New York,Manhattan,2024-10-12,2024-12-26,15.55,20.74,4,5,43.62,3.8000000000000003,2024,Oct,20
2105840,Studio,1.0,95.0,New York,Manhattan,2024-10-12,2024-12-26,15.55,20.74,4,5,43.62,3.8000000000000003,2024,Nov,30
2105840,Studio,1.0,95.0,New York,Manhattan,2024-10-12,2024-12-26,15.55,20.74,4,5,43.62,3.8000000000000003,2024,Dec,26
75422,House,1.0,40.0,New York,Staten Island,2024-10-19,2024-10-27,0.0,47.64,2,8,63.52,1.6,2024,Oct,9
5749181,Apartment,0.0,215.0,New York,Manhattan,2024-05-21,2024-07-13,29.6,28.16,3,7,58.75,8.6,2024,May,11
5749181,Apartment,0.0,215.0,New York,Manhattan,2024-05-21,2024-07-13,29.6,28.16,3,7,58.75,8.6,2024,Jun,30
5749181,Apartment,0.0,215.0,New York,Manhattan,2024-05-21,2024-07-13,29.6,28.16,3,7,58.75,8.6,2024,Jul,13
9925099,Studio,2.0,299.0,New York,Manhattan,2024-08-28,2024-11-22,21.16,27.46,4,5,37.52,11.96,2024,Aug,4
9925099,Studio,2.0,299.0,New York,Manhattan,2024-08-28,2024-11-22,21.16,27.46,4,5,37.52,11.96,2024,Sep,30
9925099,Studio,2.0,299.0,New York,Manhattan,2024-08-28,2024-11-22,21.16,27.46,4,5,37.52,11.96,2024,Oct,31
9925099,Studio,2.0,299.0,New York,Manhattan,2024-08-28,2024-11-22,21.16,27.46,4,5,37.52,11.96,2024,Nov,22
5154367,House,1.0,80.0,New York,Queens,2024-10-24,2024-11-03,0.0,37.78,2,8,75.14,3.2,2024,Oct,8
5154367,House,1.0,80.0,New York,Queens,2024-10-24,2024-11-03,0.0,37.78,2,8,75.14,3.2,2024,Nov,3
4097700,Studio,1.0,220.0,New York,Brookyn,2024-05-05,2024-11-28,19.98,24.8,4,5,36.47,8.8,2024,May,27
4097700,Studio,1.0,220.0,New York,Brookyn,2024-05-05,2024-11-28,19.98,24.8,4,5,36.47,8.8,2024,Jun,30
4097700,Studio,1.0,220.0,New York,Brookyn,2024-05-05,2024-11-28,19.98,24.8,4,5,36.47,8.8,2024,Jul,31
4097700,Studio,1.0,220.0,New York,Brookyn,2024-05-05,2024-11-28,19.98,24.8,4,5,36.47,8.8,2024,Aug,31
4097700,Studio,1.0,220.0,New York,Brookyn,2024-05-05,2024-11-28,19.98,24.8,4,5,36.47,8.8,2024,Sep,30
4097700,Studio,1.0,220.0,New York,Brookyn,2024-05-05,2024-11-28,19.98,24.8,4,5,36.47,8.8,2024,Oct,31
4097700,Studio,1.0,220.0,New York,Brookyn,2024-05-05,2024-11-28,19.98,24.8,4,5,36.47,8.8,2024,Nov,28
8564563,Apartment,2.0,220.0,New York,Staten Island,2024-06-05,2024-07-31,36.39,30.25,3,7,62.12,8.8,2024,Jun,26
8564563,Apartment,2.0,220.0,New York,Staten Island,2024-06-05,2024-07-31,36.39,30.25,3,7,62.12,8.8,2024,Jul,31
991765,House,3.0,250.0,New York,Manhattan,2024-09-21,2024-10-30,0.0,43.71,2,8,78.72,10.0,2024,Sep,10
991765,House,3.0,250.0,New York,Manhattan,2024-09-21,2024-10-30,0.0,43.71,2,8,78.72,10.0,2024,Oct,30
2047469,House,1.0,69.0,New York,Staten Island,2024-10-01,2024-10-09,0.0,47.3,2,8,74.84,2.7600000000000002,2024,Oct,9
7302136,Apartment,1.0,99.0,New York,Staten Island,2024-11-28,2024-12-12,30.06,26.14,3,7,63.23,3.96,2024,Nov,3
7302136,Apartment,1.0,99.0,New York,Staten Island,2024-11-28,2024-12-12,30.06,26.14,3,7,63.23,3.96,2024,Dec,12
5804060,Apartment,1.0,125.0,New York,Manhattan,2024-05-23,2024-07-30,36.22,30.32,3,7,48.89,5.0,2024,May,9
5804060,Apartment,1.0,125.0,New York,Manhattan,2024-05-23,2024-07-30,36.22,30.32,3,7,48.89,5.0,2024,Jun,30
5804060,Apartment,1.0,125.0,New York,Manhattan,2024-05-23,2024-07-30,36.22,30.32,3,7,48.89,5.0,2024,Jul,30
1442027,Studio,1.0,131.0,New York,Harlem,2024-10-12,2024-11-26,23.88,26.87,4,5,48.88,5.24,2024,Oct,20
1442027,Studio,1.0,131.0,New York,Harlem,2024-10-12,2024-11-26,23.88,26.87,4,5,48.88,5.24,2024,Nov,26
7958349,Studio,0.0,180.0,New York,Staten Island,2024-09-07,2024-12-11,22.13,20.35,4,5,45.91,7.2,2024,Sep,24
7958349,Studio,0.0,180.0,New York,Staten Island,2024-09-07,2024-12-11,22.13,20.35,4,5,45.91,7.2,2024,Oct,31
7958349,Studio,0.0,180.0,New York,Staten Island,2024-09-07,2024-12-11,22.13,20.35,4,5,45.91,7.2,2024,Nov,30
7958349,Studio,0.0,180.0,New York,Staten Island,2024-09-07,2024-12-11,22.13,20.35,4,5,45.91,7.2,2024,Dec,11
6103791,House,1.0,79.0,New York,Manhattan,2024-06-24,2024-07-21,0.0,36.34,2,8,74.73,3.16,2024,Jun,7
6103791,House,1.0,79.0,New York,Manhattan,2024-06-24,2024-07-21,0.0,36.34,2,8,74.73,3.16,2024,Jul,21
7290262,Studio,1.0,95.0,New York,Queens,2024-09-18,2024-11-19,20.76,23.03,4,5,40.64,3.8000000000000003,2024,Sep,13
7290262,Studio,1.0,95.0,New York,Queens,2024-09-18,2024-11-19,20.76,23.03,4,5,40.64,3.8000000000000003,2024,Oct,31
7290262,Studio,1.0,95.0,New York,Queens,2024-09-18,2024-11-19,20.76,23.03,4,5,40.64,3.8000000000000003,2024,Nov,19
7247351,Studio,1.0,125.0,New York,Brookyn,2024-04-14,2024-05-06,29.52,23.71,4,5,39.65,5.0,2024,Apr,17
7247351,Studio,1.0,125.0,New York,Brookyn,2024-04-14,2024-05-06,29.52,23.71,4,5,39.65,5.0,2024,May,6
4257302,Studio,1.0,100.0,New York,Manhattan,2024-04-16,2024-12-05,29.05,24.54,4,5,47.47,4.0,2024,Apr,15
4257302,Studio,1.0,100.0,New York,Manhattan,2024-04-16,2024-12-05,29.05,24.54,4,5,47.47,4.0,2024,May,31
4257302,Studio,1.0,100.0,New York,Manhattan,2024-04-16,2024-12-05,29.05,24.54,4,5,47.47,4.0,2024,Jun,30
4257302,Studio,1.0,100.0,New York,Manhattan,2024-04-16,2024-12-05,29.05,24.54,4,5,47.47,4.0,2024,Jul,31
4257302,Studio,1.0,100.0,New York,Manhattan,2024-04-16,2024-12-05,29.05,24.54,4,5,47.47,4.0,2024,Aug,31
4257302,Studio,1.0,100.0,New York,Manhattan,2024-04-16,2024-12-05,29.05,24.54,4,5,47.47,4.0,2024,Sep,30
4257302,Studio,1.0,100.0,New York,Manhattan,2024-04-16,2024-12-05,29.05,24.54,4,5,47.47,4.0,2024,Oct,31
4257302,Studio,1.0,100.0,New York,Manhattan,2024-04-16,2024-12-05,29.05,24.54,4,5,47.47,4.0,2024,Nov,30
4257302,Studio,1.0,100.0,New York,Manhattan,2024-04-16,2024-12-05,29.05,24.54,4,5,47.47,4.0,2024,Dec,5
766516,House,2.0,144.0,New York,Queens,2024-04-09,2024-12-07,0.0,40.45,2,8,69.35,5.76,2024,Apr,22
766516,House,2.0,144.0,New York,Queens,2024-04-09,2024-12-07,0.0,40.45,2,8,69.35,5.76,2024,May,31
766516,House,2.0,144.0,New York,Queens,2024-04-09,2024-12-07,0.0,40.45,2,8,69.35,5.76,2024,Jun,30
766516,House,2.0,144.0,New York,Queens,2024-04-09,2024-12-07,0.0,40.45,2,8,69.35,5.76,2024,Jul,31
766516,House,2.0,144.0,New York,Queens,2024-04-09,2024-12-07,0.0,40.45,2,8,69.35,5.76,2024,Aug,31
766516,House,2.0,144.0,New York,Queens,2024-04-09,2024-12-07,0.0,40.45,2,8,69.35,5.76,2024,Sep,30
766516,House,2.0,144.0,New York,Queens,2024-04-09,2024-12-07,0.0,40.45,2,8,69.35,5.76,2024,Oct,31
766516,House,2.0,144.0,New York,Queens,2024-04-09,2024-12-07,0.0,40.45,2,8,69.35,5.76,2024,Nov,30
766516,House,2.0,144.0,New York,Queens,2024-04-09,2024-12-07,0.0,40.45,2,8,69.35,5.76,2024,Dec,7
10126716,House,4.0,500.0,New York,Harlem,2024-09-25,2024-09-26,0.0,36.36,2,8,68.08,20.0,2024,Sep,2
9063798,Studio,1.0,115.0,New York,Manhattan,2024-10-24,2024-11-06,26.92,28.37,4,5,49.17,4.6000000000000005,2024,Oct,8
9063798,Studio,1.0,115.0,New York,Manhattan,2024-10-24,2024-11-06,26.92,28.37,4,5,49.17,4.6000000000000005,2024,Nov,6
1391982,Studio,4.0,500.0,New York,Manhattan,2024-10-17,2024-12-10,16.4,21.02,4,5,46.3,20.0,2024,Oct,15
1391982,Studio,4.0,500.0,New York,Manhattan,2024-10-17,2024-12-10,16.4,21.02,4,5,46.3,20.0,2024,Nov,30
1391982,Studio,4.0,500.0,New York,Manhattan,2024-10-17,2024-12-10,16.4,21.02,4,5,46.3,20.0,2024,Dec,10
748222,Apartment,1.0,120.0,New York,Harlem,2024-09-09,2024-10-21,28.33,36.83,3,7,49.12,4.8,2024,Sep,22
748222,Apartment,1.0,120.0,New York,Harlem,2024-09-09,2024-10-21,28.33,36.83,3,7,49.12,4.8,2024,Oct,21
6701045,Studio,2.0,370.0,New York,Staten Island,2024-09-21,2024-12-24,19.76,22.57,4,5,48.68,14.8,2024,Sep,10
6701045,Studio,2.0,370.0,New York,Staten Island,2024-09-21,2024-12-24,19.76,22.57,4,5,48.68,14.8,2024,Oct,31
6701045,Studio,2.0,370.0,New York,Staten Island,2024-09-21,2024-12-24,19.76,22.57,4,5,48.68,14.8,2024,Nov,30
6701045,Studio,2.0,370.0,New York,Staten Island,2024-09-21,2024-12-24,19.76,22.57,4,5,48.68,14.8,2024,Dec,24
66119,Apartment,0.0,95.0,New York,Manhattan,2024-06-04,2024-07-30,39.91,36.37,3,7,58.74,3.8000000000000003,2024,Jun,27
66119,Apartment,0.0,95.0,New York,Manhattan,2024-06-04,2024-07-30,39.91,36.37,3,7,58.74,3.8000000000000003,2024,Jul,30
176274,House,1.0,37.0,New York,Queens,2024-07-14,2024-11-18,0.0,44.54,2,8,62.93,1.48,2024,Jul,18
176274,House,1.0,37.0,New York,Queens,2024-07-14,2024-11-18,0.0,44.54,2,8,62.93,1.48,2024,Aug,31
176274,House,1.0,37.0,New York,Queens,2024-07-14,2024-11-18,0.0,44.54,2,8,62.93,1.48,2024,Sep,30
176274,House,1.0,37.0,New York,Queens,2024-07-14,2024-11-18,0.0,44.54,2,8,62.93,1.48,2024,Oct,31
176274,House,1.0,37.0,New York,Queens,2024-07-14,2024-11-18,0.0,44.54,2,8,62.93,1.48,2024,Nov,18
1053666,Studio,1.0,180.0,New York,Manhattan,2024-04-27,2024-08-16,24.4,24.97,4,5,49.57,7.2,2024,Apr,4
1053666,Studio,1.0,180.0,New York,Manhattan,2024-04-27,2024-08-16,24.4,24.97,4,5,49.57,7.2,2024,May,31
1053666,Studio,1.0,180.0,New York,Manhattan,2024-04-27,2024-08-16,24.4,24.97,4,5,49.57,7.2,2024,Jun,30
1053666,Studio,1.0,180.0,New York,Manhattan,2024-04-27,2024-08-16,24.4,24.97,4,5,49.57,7.2,2024,Jul,31
1053666,Studio,1.0,180.0,New York,Manhattan,2024-04-27,2024-08-16,24.4,24.97,4,5,49.57,7.2,2024,Aug,16
6782479,House,1.0,300.0,New York,Harlem,2024-07-07,2024-07-20,0.0,43.11,2,8,79.37,12.0,2024,Jul,14
72444,Studio,1.0,45.0,New York,Staten Island,2024-08-12,2024-12-17,17.58,22.77,4,5,36.78,1.8,2024,Aug,20
72444,Studio,1.0,45.0,New York,Staten Island,2024-08-12,2024-12-17,17.58,22.77,4,5,36.78,1.8,2024,Sep,30
72444,Studio,1.0,45.0,New York,Staten Island,2024-08-12,2024-12-17,17.58,22.77,4,5,36.78,1.8,2024,Oct,31
72444,Studio,1.0,45.0,New York,Staten Island,2024-08-12,2024-12-17,17.58,22.77,4,5,36.78,1.8,2024,Nov,30
72444,Studio,1.0,45.0,New York,Staten Island,2024-08-12,2024-12-17,17.58,22.77,4,5,36.78,1.8,2024,Dec,17
6627450,Apartment,3.0,300.0,New York,Queens,2024-08-30,2024-11-18,34.14,35.68,3,7,66.05,12.0,2024,Aug,2
6627450,Apartment,3.0,300.0,New York,Queens,2024-08-30,2024-11-18,34.14,35.68,3,7,66.05,12.0,2024,Sep,30
6627450,Apartment,3.0,300.0,New York,Queens,2024-08-30,2024-11-18,34.14,35.68,3,7,66.05,12.0,2024,Oct,31
6627450,Apartment,3.0,300.0,New York,Queens,2024-08-30,2024-11-18,34.14,35.68,3,7,66.05,12.0,2024,Nov,18
2686530,Apartment,1.0,94.0,New York,Manhattan,2024-07-27,2024-08-25,27.54,33.8,3,7,58.92,3.7600000000000002,2024,Jul,5
2686530,Apartment,1.0,94.0,New York,Manhattan,2024-07-27,2024-08-25,27.54,33.8,3,7,58.92,3.7600000000000002,2024,Aug,25
7038488,House,3.0,240.0,New York,Brookyn,2024-12-27,2024-12-28,0.0,43.86,2,8,68.56,9.6,2024,Dec,2
33578,House,1.0,240.0,New York,Queens,2024-12-24,2024-12-30,0.0,45.99,2,8,75.06,9.6,2024,Dec,7
206566,House,1.0,30.0,New York,Queens,2024-08-21,2024-11-29,0.0,48.05,2,8,78.21,1.2,2024,Aug,11
206566,House,1.0,30.0,New York,Queens,2024-08-21,2024-11-29,0.0,48.05,2,8,78.21,1.2,2024,Sep,30
206566,House,1.0,30.0,New York,Queens,2024-08-21,2024-11-29,0.0,48.05,2,8,78.21,1.2,2024,Oct,31
206566,House,1.0,30.0,New York,Queens,2024-08-21,2024-11-29,0.0,48.05,2,8,78.21,1.2,2024,Nov,29
1863316,Apartment,1.0,75.0,New York,Queens,2024-12-12,2024-12-20,39.17,30.13,3,7,61.3,3.0,2024,Dec,9
6864929,House,4.0,710.0,New York,Manhattan,2024-09-04,2024-09-15,0.0,38.47,2,8,71.91,28.400000000000002,2024,Sep,12
9462355,Apartment,4.0,1150.0,New York,Brookyn,2024-11-18,2024-12-17,34.9,38.72,3,7,46.11,46.0,2024,Nov,13
9462355,Apartment,4.0,1150.0,New York,Brookyn,2024-11-18,2024-12-17,34.9,38.72,3,7,46.11,46.0,2024,Dec,17
1007157,House,4.0,230.0,New York,Staten Island,2024-07-27,2024-12-23,0.0,46.59,2,8,74.47,9.200000000000001,2024,Jul,5
1007157,House,4.0,230.0,New York,Staten Island,2024-07-27,2024-12-23,0.0,46.59,2,8,74.47,9.200000000000001,2024,Aug,31
1007157,House,4.0,230.0,New York,Staten Island,2024-07-27,2024-12-23,0.0,46.59,2,8,74.47,9.200000000000001,2024,Sep,30
1007157,House,4.0,230.0,New York,Staten Island,2024-07-27,2024-12-23,0.0,46.59,2,8,74.47,9.200000000000001,2024,Oct,31
1007157,House,4.0,230.0,New York,Staten Island,2024-07-27,2024-12-23,0.0,46.59,2,8,74.47,9.200000000000001,2024,Nov,30
1007157,House,4.0,230.0,New York,Staten Island,2024-07-27,2024-12-23,0.0,46.59,2,8,74.47,9.200000000000001,2024,Dec,23
9924449,Apartment,2.0,165.0,New York,Staten Island,2024-11-03,2024-12-05,34.13,26.52,3,7,52.57,6.6000000000000005,2024,Nov,28
9924449,Apartment,2.0,165.0,New York,Staten Island,2024-11-03,2024-12-05,34.13,26.52,3,7,52.57,6.6000000000000005,2024,Dec,5
4359078,Studio,1.0,129.0,New York,Staten Island,2024-09-13,2024-09-15,19.5,27.57,4,5,48.53,5.16,2024,Sep,3
567239,House,1.0,95.0,New York,Staten Island,2024-09-06,2024-09-28,0.0,45.06,2,8,62.02,3.8000000000000003,2024,Sep,23
43778,Studio,2.0,110.0,New York,Manhattan,2024-05-30,2024-06-20,17.75,20.29,4,5,38.26,4.4,2024,May,2
43778,Studio,2.0,110.0,New York,Manhattan,2024-05-30,2024-06-20,17.75,20.29,4,5,38.26,4.4,2024,Jun,20
1499630,Apartment,2.0,300.0,New York,Queens,2024-07-29,2024-10-30,28.99,29.69,3,7,51.26,12.0,2024,Jul,3
1499630,Apartment,2.0,300.0,New York,Queens,2024-07-29,2024-10-30,28.99,29.69,3,7,51.26,12.0,2024,Aug,31
1499630,Apartment,2.0,300.0,New York,Queens,2024-07-29,2024-10-30,28.99,29.69,3,7,51.26,12.0,2024,Sep,30
1499630,Apartment,2.0,300.0,New York,Queens,2024-07-29,2024-10-30,28.99,29.69,3,7,51.26,12.0,2024,Oct,30
2478558,Apartment,1.0,219.0,New York,Harlem,2024-07-18,2024-12-01,36.51,25.14,3,7,57.85,8.76,2024,Jul,14
2478558,Apartment,1.0,219.0,New York,Harlem,2024-07-18,2024-12-01,36.51,25.14,3,7,57.85,8.76,2024,Aug,31
2478558,Apartment,1.0,219.0,New York,Harlem,2024-07-18,2024-12-01,36.51,25.14,3,7,57.85,8.76,2024,Sep,30
2478558,Apartment,1.0,219.0,New York,Harlem,2024-07-18,2024-12-01,36.51,25.14,3,7,57.85,8.76,2024,Oct,31
2478558,Apartment,1.0,219.0,New York,Harlem,2024-07-18,2024-12-01,36.51,25.14,3,7,57.85,8.76,2024,Nov,30
2478558,Apartment,1.0,219.0,New York,Harlem,2024-07-18,2024-12-01,36.51,25.14,3,7,57.85,8.76,2024,Dec,1
8090484,Apartment,1.0,100.0,New York,Brookyn,2024-07-09,2024-09-16,32.12,28.71,3,7,61.39,4.0,2024,Jul,23
8090484,Apartment,1.0,100.0,New York,Brookyn,2024-07-09,2024-09-16,32.12,28.71,3,7,61.39,4.0,2024,Aug,31
8090484,Apartment,1.0,100.0,New York,Brookyn,2024-07-09,2024-09-16,32.12,28.71,3,7,61.39,4.0,2024,Sep,16
8907289,Studio,1.0,144.0,New York,Harlem,2024-10-20,2024-12-06,27.31,20.49,4,5,43.34,5.76,2024,Oct,12
8907289,Studio,1.0,144.0,New York,Harlem,2024-10-20,2024-12-06,27.31,20.49,4,5,43.34,5.76,2024,Nov,30
